Title,PromptURL,Description,Category,Level,PromptTags,Updated
Analyze Präsentation Feedback,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_presentation_feedback.md,,AI 4 WORK,Experte,"Template, Analyse, Content, Reporting",2025-12-24
Analyze Präsentation Structure,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/legacy_translated/de/ai4_textanalyse/analyze_presentation_structure.md,"You are helping me refine, replicate, and elevate my approach to creating brand Strategie presentations by analyzing mentor-provided Beispiele. Here's what you need to do:",AI 4 WORK,Profi,"Template, Analyse, Content, Prozesse, Strategie",2025-12-24
Analyze Repository Status,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_repository_status.md,"Erstellen Sie eine umfassende Zusammenfassung des aktuellen Zustands eines Quellcode-Repositorys, indem Sie die folgenden Punkte behandeln:",AI 4 WORK,Einsteiger,,2025-12-24
Analyze Responses,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_responses.md,"Als Krankenhaus-CIO gib bitte klare, detaillierte und informative Antworten auf die folgenden Fragen. Verwende einen Ich-Ton und technischen Stil und lasse deine Antworten...",AI 4 WORK,Einsteiger,,2025-12-24
Analyze Resume Vs Role,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_resume_vs_role.md,"Erstellen Sie einen anpassbaren Lebenslauf, der auf verschiedene IT-Stellenbeschreibungen in Bereichen wie Cybersicherheit, Netzwerkbetrieb und Informationssystemsicherheit...",AI 4 WORK,Experte,"Safety, Strategie",2025-12-24
Analyze Tech Impact,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_tech_impact.md,"Verstehen der Mathematik und des Codes, die KI antreiben, sowie der verschiedenen Strategien, die KI zur Modellierung von Antworten auf Prompts einsetzt, neben prädiktiver...",AI 4 WORK,Einsteiger,"Prozesse, Strategie",2025-12-24
Analyze Testing Concepts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_testing_concepts.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich erfüllen können. Atmen Sie tief durch und gehen Sie es Schritt für Schritt an....",AI 4 WORK,Einsteiger,Analyse,2025-12-24
Analyze Text Behavior Patterns,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_text_behavior_patterns.md,"""Stelle mir klärende Fragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Profi,Finance,2025-12-24
Analyze Text For Thesis,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_text_for_thesis.md,"Bitte bearbeite den folgenden Text, um einen akademischen Stil und eine akademische Sprache widerzuspiegeln. Stelle sicher, dass er überzeugend und gut strukturiert ist, da er...",AI 4 WORK,Experte,"Research, Finance, Reporting",2025-12-24
Analyze Textbook Summary,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_textbook_summary.md,"""Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,,2025-12-24
Analyze Tiktok Dream Life,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_tiktok_dream_life.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich erledigen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,Content,2025-12-24
Analyze Tiktok Media Stage,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/analyze_tiktok_media_stage.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich erledigen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Profi,Strategie,2025-12-24
Annual Life Goals Plan,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/annual_life_goals_plan.md,"Erstelle einen umfassenden Jahresplan für 2025, der Ziele in verschiedenen Lebensbereichen umfasst. Stelle für jede Kategorie spezifische Strategien und Beispiele bereit, um...",AI 4 WORK,Profi,"Training, Finance, Strategie",2025-12-24
Answer Interview Question,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/answer_interview_question.md,"Erstelle einen detaillierten Leitfaden zur Vorbereitung auf Vorstellungsgespräche, der zwei Hauptbereiche abdeckt: Interviewfragen und Elevator Pitches. Befolge diese Anweisungen:",AI 4 WORK,Profi,Strategie,2025-12-24
App Development Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/app_development_guide.md,Ich entwickle eine neue App und brauche deine Hilfe bei mehreren Aspekten. Bitte gib umfassende Antworten auf jede der folgenden Teilaufgaben:,AI 4 WORK,Profi,"Research, Prozesse, Strategie",2025-12-24
Arts And Cultural Precinct,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/arts_and_cultural_precinct.md,"Entwerfe ein umfassendes Kunst- und Kulturviertel für Tully und stelle sicher, dass das Projekt mit der skizzierten Vision und den Zielen übereinstimmt. Bitte integriere...",AI 4 WORK,Experte,"Finance, SOP",2025-12-24
Ask For Help Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/ask_for_help_guide.md,"Erstelle einen detaillierten Leitfaden darüber, wie man um Hilfe bei Universitätsaufgaben bittet und wie man ein Problem aufschlüsselt, um es effektiv zu lösen. Stelle sicher,...",AI 4 WORK,Profi,"Adoption, Analyse, Prozesse, Strategie",2025-12-24
Assessing Ai Integration Agenda,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/assessing_ai_integration_agenda.md,Erstelle eine erste Meetingagenda zur Bewertung der Machbarkeit der Integration von KI in einen aktuellen Workflow innerhalb einer professionellen Dienstleistungsfirma. Deine...,AI 4 WORK,Profi,"Workshop, Prozesse",2025-12-24
Audience Analysis Strategies,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/audience_analysis_strategies.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Profi,"Analyse, Strategie",2025-12-24
Auditing Educational Content,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/auditing_educational_content.md,Erstellen Sie detaillierte Bildungsinhalte über Auditing speziell für Auditoren. Decken Sie die folgenden Bereiche umfassend ab:,AI 4 WORK,Experte,"Stakeholder, Content, Reporting, Prozesse",2025-12-24
Autism Research Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/autism_research_overview.md,Erstellen Sie einen umfassenden Überblick über die neueste Forschung zu Autismus mit Fokus auf die folgenden Schlüsselbereiche:,AI 4 WORK,Einsteiger,"Research, Strategie",2025-12-24
Automated Digital Marketing Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/automated_digital_marketing_guide.md,"Erstelle einen umfassenden Leitfaden über automatisierte digitale Marketing-Dienstleistungen, der folgende Komponenten umfasst:",AI 4 WORK,Profi,"Automation, Analyse, Email, Reporting, Strategie",2025-12-24
Automated Trading Bots And Women In Management,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/automated_trading_bots_and_women_in_management.md,"Erstelle einen umfassenden Leitfaden, der die folgenden zwei separaten Aufgaben behandelt:",AI 4 WORK,Experte,"Research, Training, Automation, Finance, Analyse",2025-12-24
Automation Backlog,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/09_automation_backlog.md,Priorisiert Automationen nach Impact/Aufwand/Risiko.,AI 4 WORK,Einsteiger,"Automation, Stakeholder, Prozesse, SOP",2025-12-24
Automation In Fintech Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/automation_in_fintech_overview.md,"Erstelle einen detaillierten Überblick über Automatisierung im Fintech-Bereich, wie sie auf Afrika zutrifft, mit Fokus auf Zahlungssysteme. Behandle speziell die folgenden Punkte:",AI 4 WORK,Einsteiger,"Automation, Finance, Prozesse, Strategie",2025-12-24
Automation Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/automation_overview.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,Einsteiger,"Automation, Email",2025-12-24
Avoiding Problematic Words,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/avoiding_problematic_words.md,"Erstellen Sie eine umfassende Liste von Wörtern, die beim Erstellen von Inhalten vermieden werden sollten. Ihre Antwort sollte Folgendes enthalten:",AI 4 WORK,Profi,Content,2025-12-24
Bankroll Growth Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/bankroll_growth_strategy.md,"Du bist ein Experte für Sportwetten-Analysen. Ich möchte, dass du mir hilfst, eine Bankroll von 10 Pula auf 1000 Pula bis zum 26. oder 27. April zu steigern. Um dies zu tun, bitte:",AI 4 WORK,Profi,"Analyse, Strategie",2025-12-24
Blog Post Tutorial,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/blog_post_tutorial.md,"Erstelle aus einem YouTube-Video-Transkript, das ein Schritt-für-Schritt-Tutorial enthält, einen umfassenden Blog-Post mit 1500 Wörtern, der die Leser durch den Prozess führt....",AI 4 WORK,Einsteiger,"Training, Content, Prozesse, Script",2025-12-24
Blotato Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/blotato_overview.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich abschließen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Einsteiger,,2025-12-24
Blotato Waitlist,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/blotato_waitlist.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich erledigen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Einsteiger,Prozesse,2025-12-24
Blotto Game Overview,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/blotto_game_overview.md,"Erzähle mir mehr über das Spiel Blotto, auch bekannt als das Colonel Blotto-Spiel. Bitte schließe die folgenden Details ein:",AI 4 WORK,Einsteiger,Strategie,2025-12-24
Bodybuilding Program Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/bodybuilding_program_guide.md,"Erstelle ein 12-wöchiges bodybuilding-fokussiertes Fitnessprogramm, das für Anfänger bis fortgeschrittene Kraftsportler konzipiert ist, die durch progressive Überlastung...",AI 4 WORK,Profi,"Training, Content, Strategie",2025-12-24
Book Summary Creator,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/book_summary_creator.md,"Erstelle eine ausführliche, kapitelweise Zusammenfassung des Buches [Buchtitel hier einfügen]. Gib für jedes Kapitel Folgendes an:",AI 4 WORK,Profi,"Content, SOP",2025-12-24
Brainstorm Content Pillars,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/brainstorm_content_pillars.md,"Erstelle einen umfassenden Plan zur Entwicklung von 15 Content-Säulen, die für 1-minütige TikTok-Clips geeignet sind. Diese Clips sollten mit modernen Marketing- und...",AI 4 WORK,Experte,"Content, Strategie",2025-12-24
Brainstorm Ideas Customer Pain,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/brainstorm_ideas_customer_pain.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Profi,Research,2025-12-24
Brainstorm Ideas Interactive Quizzes,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/brainstorm_ideas_interactive_quizzes.md,"Agieren Sie als Social-Media-Engagement-Stratege. Ich benötige eine Liste kreativer, einfach zu vervollständigender interaktiver Quiz- oder Challenge-Ideen, die für Instagram...",AI 4 WORK,Profi,,2025-12-24
Brand Content Development,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/brand_content_development.md,"Ich benötige deine Hilfe, mehrere Aufgaben im Zusammenhang mit Markenanalyse und Inhaltserstellung aufzuschlüsseln und zu erledigen, wobei die Ausrichtung auf die...",AI 4 WORK,Experte,"Finance, Template, Analyse, Content, Decision",2025-12-24
Brandreputationstrategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/BrandReputationStrategy.md,"Erstelle einen hochwertigen ChatGPT-Prompt, der Folgendes behandelt:",AI 4 WORK,Experte,Strategie,2025-12-24
British English Learning,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/british_english_learning.md,"Hilf mir, meine britische Rechtschreibung und Grammatik zu verbessern. Ich bin ein Schüler mit Legasthenie und benötige Techniken und Übungen, die meine Lernherausforderungen...",AI 4 WORK,Einsteiger,"Adoption, Prozesse, Strategie",2025-12-24
Build Saas Product Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/build_saas_product_guide.md,Erstelle einen umfassenden Leitfaden zum Aufbau eines Software-as-a-Service (SAAS) Produkts. Deine Antwort sollte detaillierte Erklärungen und schrittweise Anleitungen für jede...,AI 4 WORK,Experte,"Research, Safety, Analyse, Content, Prozesse",2025-12-24
Building Niche Websites Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/building_niche_websites_guide.md,"Erstelle einen umfassenden Leitfaden für den Aufbau und das Ranking von Nischen-Websites mit Fokus auf die Verwendung von KI-Tools. Hier sind die spezifischen Aufgaben, die...",AI 4 WORK,Profi,"Content, Prozesse, Strategie",2025-12-24
Bullyingstatistics,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/BullyingStatistics.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Einsteiger,Kids,2025-12-24
Business Development Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/Business%20Development%20Strategy.md,"Handle als Experte für Geschäftsentwicklung mit Spezialisierung auf Sicherheitsdienstleistungen. Ich gründe mein erstes Sicherheitsunternehmen und mein Ziel ist es, innerhalb...",AI 4 WORK,Experte,"Safety, Checkliste, Template, Email, Content",2025-12-24
Business Directory Investigation,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/business_directory_investigation.md,"Untersuche, ob das Geschäft eines Kunden in einer Reihe von Geschäftsverzeichnissen aufgeführt ist, und dokumentiere die aufgeführten Details. Konzentriere dich speziell...",AI 4 WORK,Profi,,2025-12-24
Business Plan Creation,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/business_plan_creation.md,"Erstelle einen detaillierten Geschäftsplan für ein neues Geschäftsvorhaben. Der Geschäftsplan sollte die folgenden Abschnitte enthalten, ist aber nicht darauf beschränkt:",AI 4 WORK,Profi,"Finance, Analyse, Strategie, Retail",2025-12-24
Business Strategy Assistant,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/business_strategy_assistant.md,"Sie sind ein Geschäftsstrategie- und KI-gestützter Beratungsassistent, der speziell entwickelt wurde, um einen Kleinunternehmer zu unterstützen, der als Content-Ersteller,...",AI 4 WORK,Experte,"Training, Automation, Finance, Content, Prozesse",2025-12-24
Business Strategy Development,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/business_strategy_development.md,"Ich baue ein Unternehmen auf, das Organisationen dabei hilft, effektiv über verschiedene Generationen hinweg zu kommunizieren, für Vertrieb, Rekrutierung, Mitarbeiterbindung,...",AI 4 WORK,Experte,"Training, Automation, Workshop, Content, Strategie",2025-12-24
C Suite Resume Trends,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/c-suite_resume_trends.md,Erstelle eine umfassende Antwort zu den aktuellen Trends für globale C-Suite-Lebensläufe. Deine Antwort sollte enthalten:,AI 4 WORK,Einsteiger,"Content, Strategie",2025-12-24
Canvaintegration,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/CanvaIntegration.md,"Stelle mir klärende Fragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Profi,"Content, Strategie",2025-12-24
Capture Thinkers Work,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/capture_thinkers_work.md,"Ich möchte, dass du eine detaillierte Buchgliederung für ein 12-Kapitel-Buch über Sapiosexualität erstellst, das Psychologie, Soziologie und Philosophie verbindet, um sowohl...",AI 4 WORK,Profi,"Research, Analyse, Content, SOP",2025-12-24
Career Advancement Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_advancement_guide.md,"Erstellen Sie einen detaillierten Leitfaden für jemanden, der eine höhere Führungsposition anstrebt, der die folgenden Schlüsselbereiche behandelt:",AI 4 WORK,Experte,"Decision, LinkedIn, Strategie",2025-12-24
Career Exploration Program,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_exploration_program.md,"Handle als erfahrener Karriereberater mit 10 Jahren Erfahrung, einem BA in Politikwissenschaft und einem Hintergrund im Coaching von Highschool-Sport. Erstelle ein umfassendes...",AI 4 WORK,Experte,"Safety, Kids, Finance, Prozesse",2025-12-24
Career Exploration Prompt,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_exploration_prompt.md,"Erstelle einen ChatGPT-Prompt, der jemandem hilft, potenzielle Karrierewege zu erkunden.",AI 4 WORK,Profi,"Safety, Training",2025-12-24
Career Guidance For Education Roles,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_guidance_for_education_roles.md,"Sie sind ein Experten-Karriereberater, der sich auf Führungsrollen im Bildungswesen spezialisiert hat. Ich benötige detaillierte Beratung und Unterstützung für meine aktuelle...",AI 4 WORK,Experte,"Kids, Content, Decision, Prozesse, Strategie",2025-12-24
Career Plan For Engineers,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_plan_for_engineers.md,"Erstellen Sie einen umfassenden Karriereplan für junge Ingenieure in der Hochtechnologiebranche, mit Schwerpunkt auf der Erreichung ihrer Traumkarriere in den nächsten 3 bis 5...",AI 4 WORK,Einsteiger,Strategie,2025-12-24
Career Reintegration Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/career_reintegration_guide.md,"Erstelle einen umfassenden Leitfaden, um jemandem zu helfen, der nach einer Pause in die Tech-Branche zurückkehrt. Decke die folgenden Aspekte ab:",AI 4 WORK,Experte,"Training, LinkedIn, Strategie",2025-12-24
Change Management Course Design,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/change_management_course_design.md,Ich benötige Ihre Hilfe bei der Gestaltung eines vollständigen Online-Kurses zum Thema Change Management. Bitte stellen Sie eine strukturierte Kursgliederung mit detaillierten...,AI 4 WORK,Einsteiger,"Training, Adoption, Template, Content, Strategie",2025-12-24
Chart And Schedule Assistant,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/chart_and_schedule_assistant.md,"Erstellen Sie einen System-Prompt für einen Diagrammgenerator und Terminplanungs-KI-Assistenten, der für Benutzer entwickelt wurde, die sich für den Aufbau von KI-Agenten,...",AI 4 WORK,Profi,"Automation, SOP",2025-12-24
Chart Generator Appointment Scheduler,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/chart_generator_appointment_scheduler.md,"Entwerfen Sie einen System-Prompt für einen Diagrammgenerator und Terminplanungs-KI-Assistenten, der auf Benutzer zugeschnitten ist, die sich für den Aufbau von KI-Agenten,...",AI 4 WORK,Profi,"Automation, Email, SOP",2025-12-24
Chatgpt For Medical Practice Efficiency,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/chatgpt_for_medical_practice_efficiency.md,"Helfen Sie meiner Freundin, einer Gynäkologin mit einer Privatklinik, ChatGPT zu nutzen, um die Effizienz ihrer Praxis zu verbessern und Zeit zu sparen. Berücksichtigen Sie die...",AI 4 WORK,Profi,"Automation, Strategie",2025-12-24
Check Agreement,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/check_agreement.md,Erstelle einen ChatGPT-Prompt zur Analyse und Erstellung von Rechtsverträgen mit Fokus auf Tourismus und Bankfinanzierung auf den Malediven:,AI 4 WORK,Profi,"Finance, Analyse, Strategie",2025-12-24
Checklist Generator (AI 4 WORK) #13,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/23_checklist_generator_ai_4_work_13.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Checkliste, Automation, Prozesse, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #18,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/28_checklist_generator_ai_4_work_18.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Checkliste, Automation, Prozesse, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #3,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/13_checklist_generator_ai_4_work_3.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Checkliste, Automation, Prozesse, SOP",2025-12-24
Checklist Generator (AI 4 WORK) #8,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/18_checklist_generator_ai_4_work_8.md,Erstellt eine präzise Checkliste für wiederkehrende Aufgaben.,AI 4 WORK,Einsteiger,"Checkliste, Automation, Prozesse, SOP",2025-12-24
Childcare Menu Planning Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/childcare_menu_planning_guide.md,"Erstelle einen umfassenden Menüplanungsleitfaden für häusliche Tagespflegeanbieter, der den Richtlinien des Child and Adult Care Food Program (CACFP) in den Vereinigten Staaten...",AI 4 WORK,Profi,"Kids, Content",2025-12-24
Client Management Strategy,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/client_management_strategy.md,"Erstelle eine Strategie für die Bewerbung auf eine Account Manager Position bei Healthbridge South Africa, mit Fokus auf Kundenmanagement für 200 Kunden. Dein Ziel ist es,...",AI 4 WORK,Profi,Strategie,2025-12-24
Coaching Business Setup Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/coaching_business_setup_guide.md,Ich starte ein Coaching-Geschäft und benötige umfassende Anleitung zur effizienten Einrichtung. Bitte biete detaillierte Einblicke und Best Practices zu den folgenden Aspekten:,AI 4 WORK,Experte,"Automation, Template, Prozesse, Strategie",2025-12-24
Coding Master,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/coding_master.md,"Erstelle ein vollständig formatiertes, veröffentlichungsfertiges E-Book zum Erlernen von Python. Das E-Book sollte mit 10-15 Kapiteln strukturiert sein, die jeweils...",AI 4 WORK,Experte,"Adoption, Content",2025-12-24
Collecting Chatgpt Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/collecting_chatgpt_prompts.md,"Erstelle einen detaillierten Leitfaden, wie man ChatGPT-Prompts in ein Dokument herunterlädt, das gespeichert werden kann. Berücksichtige die folgenden Elemente in deiner Antwort:",AI 4 WORK,Einsteiger,"Automation, Prozesse",2025-12-24
Coloring Book Business Ideas,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/coloring_book_business_ideas.md,"Stelle mir klärende Fragen, bis du zu 95 % sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im...",AI 4 WORK,Einsteiger,,2025-12-24
Combine Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/combine_prompts.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Profi,,2025-12-24
Community Association Constitution,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/community_association_constitution.md,"Erstelle eine umfassende Satzung für eine Gemeinschaftsvereinigung, indem du die folgenden Elemente behandelst:",AI 4 WORK,Profi,"Finance, Wealth, Decision, Reporting, Prozesse",2025-12-24
Compose Email For School Inquiry,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/compose_email_for_school_inquiry.md,"Verfassen Sie eine professionelle und gut formulierte E-Mail an den Director of Communications einer Immobilienentwicklungsgesellschaft, die ein großes Revitalisierungsprojekt...",AI 4 WORK,Profi,"Kids, Email",2025-12-24
Comprehensive Business Plan Guide,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/comprehensive_business_plan_guide.md,Erstelle einen detaillierten Leitfaden zur Entwicklung eines umfassenden Businessplans. Deine Antwort sollte die folgenden Schlüsselkomponenten abdecken:,AI 4 WORK,Experte,"Research, Finance, Analyse, Prozesse, Strategie",2025-12-24
Comprehensive Guide On Prompt Engineering,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/comprehensive_guide_on_prompt_engineering.md,"Entwickeln Sie einen umfassenden Leitfaden, um ein erfolgreicher Prompt Engineer zu werden. Unterteilen Sie den Prozess in klare und umsetzbare Schritte. Decken Sie die...",AI 4 WORK,Experte,"Training, Prozesse",2025-12-24
Comprehensive Guide Program Management Healthcare,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/comprehensive_guide_program_management_healthcare.md,"Erstelle einen umfassenden Leitfaden zur Behandlung von Programmmanagement und Versorgungsintegration in der Gesundheitsbranche, mit speziellem Fokus auf die folgenden Aspekte:",AI 4 WORK,Experte,"Stakeholder, Analyse, Decision, Prozesse, Strategie",2025-12-24
Conduct Feasibility Study Prompts,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/conduct_feasibility_study_prompts.md,"Du hilfst beim Schreiben eines Abschnitts eines Buches über die Durchführung einer Machbarkeitsstudie in der verarbeitenden Industrie, mit speziellem Fokus auf die...",AI 4 WORK,Profi,"Finance, Analyse, Content, Prozesse, Strategie",2025-12-24
Conduct Online Dialogues,https://raw.githubusercontent.com/janafattah/alphamint-prompts/main/library/de/ai4_work/conduct_online_dialogues.md,Erstelle ein umfassendes Konzeptpapier für die Durchführung von Online-Dialogen. Deine Ausgabe sollte folgende Komponenten umfassen:,AI 4 WORK,Profi,"Content, Strategie",2025-12-24
