Title,PromptURL,Description,Category,PromptTags,Updated
Forex Course Outline,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/forex_course_outline.md,"Erstelle einen detaillierten 3-Wochen-Forex-Kurs, der die folgenden Themen umfassend abdeckt: Footprint Chart, Market Profile, Orderflow Trading, Delta Trading, Depth of...",AI 4 WORK,"Strategie, Training, Adoption, Content",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/FoundationalNutritionFitnessCourse.md,"Du bist ein Experte für Instruktionsdesign und E-Learning-Entwicklung mit fundiertem Hintergrund in Ernährungs- und Fitnessbildung. Ich baue einen E-Learning-Kurs auf, der sich...",AI 4 FREE EDUCATION,"Strategie, Training, Content",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/FoundationalNutritionFitnessCourse.md,"Du bist ein Experte für Instruktionsdesign und E-Learning-Entwicklung mit fundiertem Hintergrund in Ernährungs- und Fitnessbildung. Ich baue einen E-Learning-Kurs auf, der sich...",AI 4 FREE EDUCATION,"Strategie, Training, Content",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/FoundationalNutritionFitnessCourse.md,You are an expert in instructional design and e-learning development with a strong background in nutrition and fitness education. I am building an e-learning Kurs focused on...,AI 4 FREE EDUCATION,"Strategie, Training, Content",2025-12-24
Foundationalnutritionfitnesscourse,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/FoundationalNutritionFitnessCourse.md,You are an expert in instructional design and e-learning development with a strong background in nutrition and fitness education. I am building an e-learning course focused on...,AI 4 FREE EDUCATION,"Strategie, Training, Content",2025-12-24
Franchise Expansion Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/franchise_expansion_plan.md,"Erstelle einen detaillierten Beratungsplan für ein Franchise-Business-Consulting-Szenario, das speziell darauf abzielt, Franchisegebern zu helfen, ihren Fußabdruck durch die...",AI 4 WORK,"Strategie, Checkliste, SOP, Training, Finance",2025-12-24
Franchise Expansion Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/franchise_expansion_plan.md,"Erstelle einen detaillierten Beratungsplan für ein Franchise-Business-Consulting-Szenario, das speziell darauf abzielt, Franchisegebern zu helfen, ihren Fußabdruck durch die...",AI 4 WORK,"Strategie, Checkliste, SOP, Training, Finance",2025-12-24
Franks Ultimate Brain Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/franks_ultimate_brain_guide.md,"Erstelle einen umfassenden und personalisierbaren Leitfaden zur Implementierung von ""Frank's Ultimate Brain"". Der Leitfaden sollte Folgendes beinhalten:",AI 4 FREE EDUCATION,"SOP, Content",2025-12-24
Franks Ultimate Brain Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/franks_ultimate_brain_guide.md,"Erstelle einen umfassenden und personalisierbaren Leitfaden zur Implementierung von ""Frank's Ultimate Brain"". Der Leitfaden sollte Folgendes beinhalten:",AI 4 FREE EDUCATION,"SOP, Content",2025-12-24
Funding High School Track,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/Funding%20High%20School%20Track.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,"Strategie, Finance, Kids",2025-12-24
Funding High School Track,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/Funding%20High%20School%20Track.md,Ask me clarifying questions until you are 95% confident you can complete the task successfully. Take a deep breath and take it step by step. Remember to search the internet to...,AI 4 WORK,"Strategie, Kids",2025-12-24
Funding High School Track,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/Funding%20High%20School%20Track.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95 % sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,"Strategie, Finance, Kids",2025-12-24
Funding Strategies,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/Funding%20Strategies.md,"Erstelle einen detaillierten Plan für einen Einzelunternehmer, der finanzielle Unterstützung sucht und gleichzeitig bestehende Vermögenswerte erhalten möchte. Behandle die...",AI 4 WORK,"Wealth, Strategie, SOP, Safety, Finance",2025-12-24
Funding Strategies,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/Funding%20Strategies.md,Create a detailed plan for a solo entrepreneur seeking financial support while preserving existing assets. Address the following components:,AI 4 WORK,Strategie,2025-12-24
Funding Strategies,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/Funding%20Strategies.md,"Erstelle einen detaillierten Plan für einen Einzelunternehmer, der finanzielle Unterstützung sucht und gleichzeitig bestehende Vermögenswerte erhalten möchte. Behandle die...",AI 4 WORK,"Wealth, Strategie, SOP, Safety, Finance",2025-12-24
Game Mastery Assistant,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/game_mastery_assistant.md,"Erstelle einen Schritt-für-Schritt-Plan zur Entwicklung eines benutzerdefinierten ChatGPT, der Spielern auf jeder Plattform dabei hilft, technische Fähigkeiten zu meistern und...",AI 4 ENABLEMENT,"Strategie, Training, Adoption, Content, Analyse",2025-12-24
Game Mastery Assistant,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_enablement/game_mastery_assistant.md,"Erstelle einen Schritt-für-Schritt-Plan zur Entwicklung eines benutzerdefinierten ChatGPT, der Spielern auf jeder Plattform dabei hilft, technische Fähigkeiten zu meistern und...",AI 4 ENABLEMENT,"Strategie, Training, Adoption, Content, Analyse",2025-12-24
Gasesindustrycommunicationstrategy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/gasesindustrycommunicationstrategy.md,Erstelle eine umfassende Kommunikationsstrategie für ein Unternehmen in der Gasindustrie. Deine Strategie sollte die folgenden Punkte abdecken:,AI 4 THOUGHT LEADERSHIP,"Reporting, Strategie, Prozesse, Training, Newsletter",2025-12-24
Gasesindustrycommunicationstrategy,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/gasesindustrycommunicationstrategy.md,Erstelle eine umfassende Kommunikationsstrategie für ein Unternehmen in der Gasindustrie. Deine Strategie sollte die folgenden Punkte abdecken:,AI 4 THOUGHT LEADERSHIP,"Reporting, Strategie, Prozesse, Training, Newsletter",2025-12-24
Gather Freelance Contacts,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/gather_freelance_contacts.md,"""Ich benötige deine Hilfe beim Sammeln von Kontaktinformationen von LinkedIn und dem Internet für Unternehmen, Magazine und Organisationen, die an meinen freiberuflichen...",AI 4 WORK,"LinkedIn, Email, Content",2025-12-24
Gather Freelance Contacts,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/gather_freelance_contacts.md,"""Ich benötige deine Hilfe beim Sammeln von Kontaktinformationen von LinkedIn und dem Internet für Unternehmen, Magazine und Organisationen, die an meinen freiberuflichen...",AI 4 WORK,"LinkedIn, Email, Content",2025-12-24
Generate Randomized Quiz Options,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/generate_randomized_quiz_options.md,"Erstellen Sie einen Prompt zur Generierung eines randomisierten Satzes von Quiz-Antwortoptionen. Hier sind die Anforderungen, die Ihr Prompt erfüllen sollte:",AI 4 WORK,,2025-12-24
Generate Randomized Quiz Options,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/generate_randomized_quiz_options.md,"Erstellen Sie einen Prompt zur Generierung eines randomisierten Satzes von Quiz-Antwortoptionen. Hier sind die Anforderungen, die Ihr Prompt erfüllen sollte:",AI 4 WORK,,2025-12-24
Generational Insights Masterclass,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/generational_insights_masterclass.md,"Erstelle ein tiefgehendes, datengestütztes E-Book und Masterclass-Inhalte mit Fokus auf die sechs lebenden Generationen in der heutigen Gesellschaft. Die endgültige Ausgabe...",AI 4 WORK,"Strategie, Content, Retail",2025-12-24
Generational Insights Masterclass,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/generational_insights_masterclass.md,"Erstelle ein tiefgehendes, datengestütztes E-Book und Masterclass-Inhalte mit Fokus auf die sechs lebenden Generationen in der heutigen Gesellschaft. Die endgültige Ausgabe...",AI 4 WORK,"Strategie, Content, Retail",2025-12-24
Generationaldifferencesmasterclass,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/GenerationalDifferencesMasterclass.md,Sicher! Hier ist der finale ChatGPT-Prompt:,AI 4 WORK,"Strategie, Content",2025-12-24
Generationaldifferencesmasterclass,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/GenerationalDifferencesMasterclass.md,Sure! Here’s the final ChatGPT prompt:,AI 4 WORK,"Strategie, Content",2025-12-24
Generationaldifferencesmasterclass,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/GenerationalDifferencesMasterclass.md,Sure! Here’s the final ChatGPT prompt:,AI 4 WORK,"Strategie, Content",2025-12-24
Generationaldifferencesmasterclass,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/GenerationalDifferencesMasterclass.md,Sicher! Hier ist der finale ChatGPT-Prompt:,AI 4 WORK,"Strategie, Content",2025-12-24
Gliederung für ein Dokumentarfilm-Skript,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_content/DocumentaryScriptOutline.md,"Erstelle eine Gliederung für ein Dokumentarfilm-Skript in Stichpunkten mit kurzen Erläuterungen (je 1–2 Sätze), die beim Schreiben eines 2000-Wörter-Skripts auf Basis dieser...",AI 4 THOUGHT LEADERSHIP,"Script, Content",2025-12-24
Goal Setting And Achievement,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/goal_setting_and_achievement.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Strategie,2025-12-24
Goal Setting And Achievement,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/goal_setting_and_achievement.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, die Aufgabe erfolgreich abschließen zu können. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, im Internet...",AI 4 WORK,Strategie,2025-12-24
Government Contract Opportunities,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/Government%20Contract%20Opportunities.md,"Handle als Forschungsassistent mit Expertise in der Beschaffung von Regierungsauftragsmöglichkeiten. Ich möchte, dass du mir hilfst, aktuelle oder bevorstehende...",AI 4 WORK,"Training, Content, Research",2025-12-24
Government Contract Opportunities,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_legal/Government%20Contract%20Opportunities.md,"Act as a research assistant skilled in sourcing government contract opportunities. I want you to help me find current or upcoming state, local, and city-level government...",AI 4 WORK,"Training, Research",2025-12-24
Government Contract Opportunities,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/Government%20Contract%20Opportunities.md,"Act as a research assistant skilled in sourcing government contract opportunities. I want you to help me find current or upcoming state, local, and city-level government...",AI 4 WORK,"Training, Research",2025-12-24
Government Contract Opportunities,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/Government%20Contract%20Opportunities.md,"Handle als Forschungsassistent mit Expertise in der Beschaffung von Regierungsauftragsmöglichkeiten. Ich möchte, dass du mir hilfst, aktuelle oder bevorstehende...",AI 4 WORK,"Training, Content, Research",2025-12-24
Government Rfp Response,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/government_rfp_response.md,"Nutze diesen Prompt, um eine umfassende Antwort zu generieren:",AI 4 WORK,Content,2025-12-24
Government Rfp Response,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/government_rfp_response.md,"Nutze diesen Prompt, um eine umfassende Antwort zu generieren:",AI 4 WORK,Content,2025-12-24
Grant Application Support,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/grant_application_support.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,"Strategie, Template, Prozesse, Adoption, Content",2025-12-24
Grant Application Support,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/grant_application_support.md,"Stelle mir klärende Fragen, bis du zu 95% sicher bist, dass du die Aufgabe erfolgreich erledigen kannst. Atme tief durch und gehe Schritt für Schritt vor. Denke daran, das...",AI 4 WORK,"Strategie, Template, Prozesse, Adoption, Content",2025-12-24
Gre Study Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/GRE_Study_Guide.md,"""Erstelle einen detaillierten Lernleitfaden mit Schritt-für-Schritt-Anleitungen, Zeile für Zeile, wie man effektiv für den GRE lernt und ihn erfolgreich besteht. Der Leitfaden...",AI 4 FREE EDUCATION,"Strategie, Training",2025-12-24
Gre Study Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/GRE_Study_Guide.md,"""Erstelle einen detaillierten Lernleitfaden mit Schritt-für-Schritt-Anleitungen, Zeile für Zeile, wie man effektiv für den GRE lernt und ihn erfolgreich besteht. Der Leitfaden...",AI 4 FREE EDUCATION,"Strategie, Training",2025-12-24
Gre Study Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/GRE_Study_Guide.md,"""Create a detailed study guide with step-by-step, line-by-line instructions on how to effectively study for and successfully pass the GRE. The guide should be structured in a...",AI 4 FREE EDUCATION,"Strategie, Training",2025-12-24
Gre Study Leitfaden,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_schule/GRE_Study_Guide.md,"""Erstelle einen detailed study Leitfaden with step-by-step, line-by-line instructions on how to effectively study for and successfully pass the GRE. The Leitfaden should be...",AI 4 FREE EDUCATION,"Strategie, Training, Kids",2025-12-24
Green Card Application Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/green_card_application_guide.md,"Erstelle einen detaillierten Leitfaden für jemanden, der eine Green Card durch Heirat mit einem US-Bürger beantragen möchte, mit Fokus auf einen britischen Staatsbürger, der...",AI 4 WORK,,2025-12-24
Green Card Application Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/green_card_application_guide.md,"Erstelle einen detaillierten Leitfaden für jemanden, der eine Green Card durch Heirat mit einem US-Bürger beantragen möchte, mit Fokus auf einen britischen Staatsbürger, der...",AI 4 WORK,,2025-12-24
Grow Social Media Followers,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/grow_social_media_followers.md,Gib einen detaillierten Leitfaden über die besten Strategien zur Steigerung der Social-Media-Follower von 1.000 auf 10.000. Deine Antwort sollte Folgendes umfassen:,AI 4 THOUGHT LEADERSHIP,"Strategie, Content, Analyse",2025-12-24
Grow Social Media Followers,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/grow_social_media_followers.md,Gib einen detaillierten Leitfaden über die besten Strategien zur Steigerung der Social-Media-Follower von 1.000 auf 10.000. Deine Antwort sollte Folgendes umfassen:,AI 4 THOUGHT LEADERSHIP,"Strategie, Content, Analyse",2025-12-24
Guide For Healing After Infidelity,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/guide_for_healing_after_infidelity.md,"Erstelle einen detaillierten, einfühlsamen und psychologisch fundierten Leitfaden für jemanden, der Schwierigkeiten hat, mit den emotionalen Nachwirkungen der Untreue eines...",AI 4 WORK,"Strategie, Decision, Prozesse, Safety, Finance",2025-12-24
Guide For Healing After Infidelity,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/guide_for_healing_after_infidelity.md,"Erstelle einen detaillierten, einfühlsamen und psychologisch fundierten Leitfaden für jemanden, der Schwierigkeiten hat, mit den emotionalen Nachwirkungen der Untreue eines...",AI 4 WORK,"Strategie, Decision, Prozesse, Safety, Finance",2025-12-24
Guide Government Contracts Pharma,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/guide_government_contracts_pharma.md,"Erstelle einen Leitfaden zur effizienten Beschaffung von Regierungsverträgen im pharmazeutischen und Biotech-Sektor mit Fokus auf strategisches Projektmanagement, Planung,...",AI 4 WORK,"Strategie, Training",2025-12-24
Guide Government Contracts Pharma,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/guide_government_contracts_pharma.md,"Erstelle einen Leitfaden zur effizienten Beschaffung von Regierungsverträgen im pharmazeutischen und Biotech-Sektor mit Fokus auf strategisches Projektmanagement, Planung,...",AI 4 WORK,"Strategie, Training",2025-12-24
Guide To Develop Digital Product,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_free_education/guide_to_develop_digital_product.md,"Erstellen Sie einen detaillierten Leitfaden, der mir hilft, ein digitales Produkt in der Branche für digitale Produkte zu entwickeln. Hier ist, was ich brauche:",AI 4 FREE EDUCATION,"Strategie, Retail, Research",2025-12-24
Guide To Develop Digital Product,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/guide_to_develop_digital_product.md,"Erstellen Sie einen detaillierten Leitfaden, der mir hilft, ein digitales Produkt in der Branche für digitale Produkte zu entwickeln. Hier ist, was ich brauche:",AI 4 FREE EDUCATION,"Strategie, Retail, Research",2025-12-24
Guide To Validate Business Idea,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/guide_to_validate_business_idea.md,"Erstelle einen umfassenden Leitfaden zur Validierung einer App- oder Geschäftsidee. Das Ziel ist es, einen schrittweisen Rahmen bereitzustellen, dem man folgen kann, um die...",AI 4 WORK,"Strategie, Decision, SOP, Finance, Analyse",2025-12-24
Guide To Validate Business Idea,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/guide_to_validate_business_idea.md,"Erstelle einen umfassenden Leitfaden zur Validierung einer App- oder Geschäftsidee. Das Ziel ist es, einen schrittweisen Rahmen bereitzustellen, dem man folgen kann, um die...",AI 4 WORK,"Strategie, Decision, SOP, Finance, Analyse",2025-12-24
Hackathon Ai Workshop Outline,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/hackathon_ai_workshop_outline.md,"Erstelle eine umfassende Workshop-Gliederung für eine Hackathon-Session, die sich auf die Ideenfindung für AI-Lösungen mit ChatGPT und anderen Methoden konzentriert. Der...",AI 4 WORK,"Decision, Automation, Adoption, Workshop, Content",2025-12-24
Hackathon Ai Workshop Outline,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/hackathon_ai_workshop_outline.md,"Erstelle eine umfassende Workshop-Gliederung für eine Hackathon-Session, die sich auf die Ideenfindung für AI-Lösungen mit ChatGPT und anderen Methoden konzentriert. Der...",AI 4 WORK,"Decision, Automation, Adoption, Workshop, Content",2025-12-24
Halloween Coloring Book Promotional Script,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail/halloween_coloring_book_promotional_script.md,"Erstelle ein detailliertes und ansprechendes Skript für ein Video zur Bewerbung eines Halloween-Malbuchs. Das Skript sollte 12 unterschiedliche Abschnitte oder ""Seiten""...",AI 4 RETAIL,"Script, Content, Kids, Retail",2025-12-24
Halloween Coloring Book Promotional Script,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/halloween_coloring_book_promotional_script.md,"Erstelle ein detailliertes und ansprechendes Skript für ein Video zur Bewerbung eines Halloween-Malbuchs. Das Skript sollte 12 unterschiedliche Abschnitte oder ""Seiten""...",AI 4 RETAIL,"Script, Content, Kids, Retail",2025-12-24
Halloweenbookideas,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/HalloweenBookIdeas.md,"Erstelle eine Liste von 12 Halloween-thematischen Buchideen, die auf Teenager mit einer grüblerischen und introspektiven Natur abzielen. Berücksichtige die Einbeziehung von...",AI 4 WORK,,2025-12-24
Halloweenbookideas,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/HalloweenBookIdeas.md,Erstelle einen list of 12 Halloween-themed book ideas targeted at teenagers with a brooding and introspective nature. Consider incorporating elements that would appeal to their...,AI 4 WORK,,2025-12-24
Halloweenbookideas,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/HalloweenBookIdeas.md,Create a list of 12 Halloween-themed book ideas targeted at teenagers with a brooding and introspective nature. Consider incorporating elements that would appeal to their...,AI 4 WORK,,2025-12-24
Halloweenbookideas,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/HalloweenBookIdeas.md,"Erstelle eine Liste von 12 Halloween-thematischen Buchideen, die auf Teenager mit einer grüblerischen und introspektiven Natur abzielen. Berücksichtige die Einbeziehung von...",AI 4 WORK,,2025-12-24
Health And Wellness Content,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_retail/Health%20And%20Wellness%20Content.md,"Erstelle einen umfassenden ChatGPT-Prompt für einen Autor von Gesundheits- und Wellnessinhalten, der sich an Zielgruppen richtet, die chronische Krankheiten bewältigen,...",AI 4 RETAIL,"Strategie, Content, Retail",2025-12-24
Health And Wellness Content,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/Health%20And%20Wellness%20Content.md,"Erstelle einen umfassenden ChatGPT-Prompt für einen Autor von Gesundheits- und Wellnessinhalten, der sich an Zielgruppen richtet, die chronische Krankheiten bewältigen,...",AI 4 RETAIL,"Strategie, Content, Retail",2025-12-24
Health And Wellness Content,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/Health%20And%20Wellness%20Content.md,"Create a comprehensive ChatGPT prompt for a health and wellness content writer targeting audiences managing chronic illnesses, wellness enthusiasts, people with trauma on a...",AI 4 RETAIL,"Strategie, Content, Retail",2025-12-24
Healthy Meal Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/healthy_meal_plan.md,Entwickle einen detaillierten Plan zur Erstellung gesunder Mahlzeiten basierend auf spezifizierten Lebensmitteln. Berücksichtige folgende Aspekte:,AI 4 WORK,,2025-12-24
Healthy Meal Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/healthy_meal_plan.md,Entwickle einen detaillierten Plan zur Erstellung gesunder Mahlzeiten basierend auf spezifizierten Lebensmitteln. Berücksichtige folgende Aspekte:,AI 4 WORK,,2025-12-24
Hello Kitty Plr Kits For Coloring Books,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/hello_kitty_plr_kits_for_coloring_books.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Content,2025-12-24
Hello Kitty Plr Kits For Coloring Books,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/hello_kitty_plr_kits_for_coloring_books.md,"Stellen Sie mir klärende Fragen, bis Sie zu 95% sicher sind, dass Sie die Aufgabe erfolgreich abschließen können. Atmen Sie tief durch und gehen Sie Schritt für Schritt vor....",AI 4 WORK,Content,2025-12-24
Hiring Online Business Manager,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/hiring_online_business_manager.md,"Ich suche nach Anleitung zur Einstellung eines Online Business Managers (OBM), um mir beim Start meines ersten Online-Geschäfts zu helfen, das sich auf die Erstellung und das...",AI 4 WORK,"Strategie, Prozesse, Training, Analyse, Research",2025-12-24
Hiring Online Business Manager,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/hiring_online_business_manager.md,"Ich suche nach Anleitung zur Einstellung eines Online Business Managers (OBM), um mir beim Start meines ersten Online-Geschäfts zu helfen, das sich auf die Erstellung und das...",AI 4 WORK,"Strategie, Prozesse, Training, Analyse, Research",2025-12-24
Historical Coloring Book,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/historical_coloring_book.md,"Erstellen Sie ein 6-seitiges Malbuch, bei dem jede Seite einem historischen Thema gewidmet ist, das ein breites Publikum anspricht, das sich für Geschichte interessiert....",AI 4 WORK,"Checkliste, Prozesse, Content",2025-12-24
Historical Coloring Book,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/historical_coloring_book.md,"Erstellen Sie ein 6-seitiges Malbuch, bei dem jede Seite einem historischen Thema gewidmet ist, das ein breites Publikum anspricht, das sich für Geschichte interessiert....",AI 4 WORK,"Checkliste, Prozesse, Content",2025-12-24
Holiday Gathering Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/holiday_gathering_guide.md,Erstelle einen umfassenden Leitfaden für die Organisation eines Feiertagstreffens für eine große Familie mit besonderen Traditionen. Deine Antwort sollte folgende Aspekte abdecken:,AI 4 WORK,Strategie,2025-12-24
Holiday Gathering Guide,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_work/holiday_gathering_guide.md,Erstelle einen umfassenden Leitfaden für die Organisation eines Feiertagstreffens für eine große Familie mit besonderen Traditionen. Deine Antwort sollte folgende Aspekte abdecken:,AI 4 WORK,Strategie,2025-12-24
Home Daycare Lesson Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_kids/home_daycare_lesson_plan.md,"Erstelle einen Unterrichtsplan für eine häusliche Kindertagesstätte, der für mehrere Altersgruppen angepasst werden kann, von Säuglingen bis zu Kindern im Alter von 5 Jahren....",AI 4 KIDS,Kids,2025-12-24
Home Daycare Lesson Plan,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/home_daycare_lesson_plan.md,"Erstelle einen Unterrichtsplan für eine häusliche Kindertagesstätte, der für mehrere Altersgruppen angepasst werden kann, von Säuglingen bis zu Kindern im Alter von 5 Jahren....",AI 4 KIDS,Kids,2025-12-24
Home Improvement Promotion,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/Home%20Improvement%20Promotion.md,Erstelle Werbeinhalte für ein Heimwerker-Unternehmen mit Fokus auf Kreativität und Effektivität. Berücksichtige die folgenden Aspekte:,AI 4 THOUGHT LEADERSHIP,"Strategie, Email, Content",2025-12-24
Home Improvement Promotion,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/de/ai4_unk/Home%20Improvement%20Promotion.md,"Erstelle promotional Inhalt for a home improvement company, focusing on creativity and effectiveness. Füge ein the following aspects:",AI 4 WORK,"Strategie, Email, Content",2025-12-24
Home Improvement Promotion,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/legacy_translated/en/Home%20Improvement%20Promotion.md,"Create promotional content for a home improvement company, focusing on creativity and effectiveness. Include the following aspects:",AI 4 THOUGHT LEADERSHIP,"Strategie, Email, Content",2025-12-24
Home Improvement Promotion,https://raw.githubusercontent.com/janafattah/prompts/main/library/de/ai4_thought_leadership/Home%20Improvement%20Promotion.md,Erstelle Werbeinhalte für ein Heimwerker-Unternehmen mit Fokus auf Kreativität und Effektivität. Berücksichtige die folgenden Aspekte:,AI 4 THOUGHT LEADERSHIP,"Strategie, Email, Content",2025-12-24
